word,var0_embeddings,var1_embeddings,var2_embeddings,var3_embeddings
Nitrox,0,21,7,19
diving,6,21,6,7
Enemy,0,10,17,8
clay,15,18,1,12
mixture,15,23,1,24
china,2,23,14,18
dressed,16,19,1,0
once-a-year,16,19,15,1
affair,18,23,21,15
Winters,16,17,15,23
snakebite,24,24,24,4
poisoning,8,24,24,16
Aztecs,22,1,9,5
Gods,7,7,22,5
Boards,7,3,7,5
aol.com,12,0,5,21
yahoo.com,0,22,7,19
tournaments,11,23,6,0
guidance,21,23,17,8
systems,8,17,2,8
JPL,16,22,8,10
possum,2,12,1,6
debts,11,2,21,20
Qintex,7,1,24,15
incubate,8,8,18,24
199,2,20,16,17
Bandit,11,15,20,20
scores,9,19,2,23
Salk,17,23,16,6
reflectors,12,21,6,7
Mackenzie,10,24,10,14
virtues,23,7,24,20
safety,22,23,11,0
screens,7,21,1,7
doctors,6,19,7,11
diagnose,12,12,0,10
plagued,1,7,15,17
Foreman,6,11,12,12
victim,1,6,15,6
Dita,21,9,23,23
Beard,16,9,14,0
darkness,15,12,1,18
refuse,19,20,6,17
Rule,23,12,9,19
Stardust,19,9,8,23
MiG,10,7,15,17
dirty,2,9,1,24
Home,10,7,2,3
Wines,23,16,10,2
Blackhawks,23,7,19,3
maintain,4,10,19,3
Wittenberg,15,1,15,14
firemen,6,5,9,7
Fe,9,7,19,16
Sebastian,24,6,2,6
forfeited,20,14,24,7
Micronauts,16,8,14,9
traveling,8,10,15,8
Microverse,0,10,9,22
traffic,18,17,4,8
cone,8,11,14,0
twenty,20,8,11,20
coin,8,2,21,15
Run,0,22,15,0
Daylight,16,17,13,23
knows,11,12,6,17
attacked,24,8,10,8
learned,19,10,21,8
saxophone,8,8,13,10
wealthiest,4,2,20,23
'd,22,23,21,0
lovely,0,10,10,0
Buffett,18,13,18,13
concert,6,8,12,16
Camden,10,20,11,9
NJ,6,21,21,7
Soft,19,9,13,8
Self-Portrait,13,10,10,17
Grilled,21,4,10,15
Bacon,19,9,10,15
transcript,3,22,7,8
zipper,5,21,1,11
Turks,22,19,21,3
Libya,23,10,18,13
wop,19,5,9,11
collectible,24,2,17,3
Duck,19,13,9,7
Boat,11,24,10,9
trigonometry,0,22,22,5
eliminates,19,21,1,14
kills,1,18,12,17
germs,19,20,1,17
mold,19,23,1,16
mildew,19,21,1,14
Sweden,9,7,4,3
Finland,15,10,19,3
Algeria,11,6,12,17
injury,24,20,11,4
lawsuit,24,8,11,15
nanometer,12,21,6,1
keyboard,15,4,12,12
Amazons,15,7,4,9
three-letter,4,21,11,7
permutations,20,8,11,24
pepper,11,15,12,0
Europeans,23,12,24,1
Oceania,0,3,7,1
B.Y.O.B.,16,16,11,21
roses,4,10,10,15
painful,19,12,15,24
scale,15,15,15,15
earthquakes,14,18,20,18
Smelly,2,5,24,12
onetime,8,9,11,13
socialism,8,10,11,0
Ninety-Five,15,2,17,2
Theses,9,10,2,2
Inoco,4,2,10,15
ladybugs,15,6,1,24
Burr,16,22,4,17
lions,9,14,24,7
Seuss,19,6,19,15
SAP,8,12,0,21
Piccadilly,9,10,17,15
Quebec,14,5,9,23
Forsyth,10,3,1,2
toppling,11,15,6,11
mercenaries,4,12,5,18
sixties,0,9,15,0
appendix,7,1,7,11
juices,20,13,1,7
Punch,19,8,13,12
bulls,20,2,24,16
Pamplona,24,14,10,16
Groundshog,18,3,17,11
Andie,21,17,23,17
MacDowell,18,17,15,10
chronicled,1,12,15,6
Katy,14,12,16,6
Holstrum,19,4,23,11
Glen,1,20,20,15
Morley,14,18,16,2
late-night,15,20,15,11
Bud,19,20,9,19
Melman,24,20,6,2
Toast,15,12,12,21
Stick,2,23,12,17
violent,22,5,0,5
ribavirin,11,23,16,18
Collins,24,20,11,3
airplanes,24,11,1,6
zeros,20,13,21,20
trillion,4,21,11,24
Marino,18,15,20,3
murdering,20,8,7,13
Janis,17,20,20,17
Joplin,19,15,5,18
skater,18,8,13,15
sleet,5,14,0,23
freezing,7,14,0,7
justice,8,10,15,0
beholder,11,0,0,6
cholera,19,15,12,17
flatfish,19,9,12,14
oftentimes,5,14,7,7
dropping,7,14,0,5
principles,15,23,1,17
Research,1,21,2,6
Learning,22,18,1,21
IRL,3,12,1,6
insanity,10,23,16,17
cecum,14,0,24,19
sagebrush,10,10,4,20
might,19,12,2,15
friction,6,22,7,7
4th,13,24,11,13
Folies,13,23,4,9
Bergeres,13,3,10,21
gemstone,1,18,12,24
co-pilot,0,3,9,11
Enola,11,3,9,11
Clock,0,19,17,10
non-fiction,1,6,5,12
1954,24,1,6,2
Spider-Man,12,9,18,13
evaporate,8,14,21,9
duck,11,0,7,7
Hallie,11,12,1,14
Woods,6,11,6,24
talk,21,8,13,8
obelisk,20,8,11,15
elk,21,2,1,0
Englishwoman,13,9,3,17
168,9,2,17,13
crown,10,7,20,16
rent-a-cars,19,5,10,21
Warlock,11,6,16,24
forehead,19,12,1,14
compounds,7,14,7,24
steering,22,1,7,20
hyenas,9,5,10,2
Pluribus,23,1,5,11
Unum,5,5,4,11
penny,23,21,7,7
Aeul,8,6,12,4
scar-faced,16,17,10,13
zodiac,15,20,15,24
Community,13,20,23,8
Chest,7,13,18,9
button,19,12,16,14
cap,2,23,1,14
gills,11,12,2,11
trinitrotoluene,11,16,15,12
hijacking,3,7,12,6
Lynmouth,1,5,22,11
floods,7,5,24,5
cheery,0,19,4,0
fellow,17,10,11,8
9971,13,19,10,8
Postal,8,19,8,21
prenatal,10,20,16,24
defensive,16,16,21,3
Diplomacy,16,7,19,9
Vladimir,15,20,12,17
Nabokov,14,6,5,14
Professor,6,6,9,17
Humbert,24,3,15,14
12-year-old,11,6,1,11
Scholar,18,17,13,8
gringo,1,12,22,7
ancients,14,1,5,14
incorporate,18,2,4,3
opposition,8,8,23,17
Konrad,21,22,14,18
Adenauer,13,9,17,1
Chancellor,16,3,15,15
Gina,0,5,7,7
wind,24,23,6,2
AAA,13,2,11,20
liability,24,14,21,16
stained,24,24,21,13
window,13,13,6,20
barnstorming,6,14,4,20
Clara,17,16,14,1
Barton,17,17,11,23
Janelle,0,5,0,12
arab,0,0,6,7
strap,6,22,6,7
estuary,11,21,1,2
distilling,24,4,3,0
appears,15,23,1,17
cold-water,11,23,6,14
tap,1,12,16,18
lump,7,12,0,5
whip,17,16,13,0
historically,4,7,4,15
thin,23,14,1,7
accidents,24,2,24,16
troilism,11,7,6,5
Minnesota,17,17,11,18
Twins,0,17,14,18
Scott,22,15,6,19
194,2,12,1,24
brontosauruses,11,8,22,3
flightless,15,23,23,6
cuckoo,15,18,0,24
five-team,4,2,10,13
round-robin,18,8,11,20
hiccup,12,21,24,1
required,15,7,1,21
1879,14,20,12,2
eight,15,1,1,17
1880,11,15,9,24
1881,24,6,9,2
Wee,24,0,18,20
Winkie,24,20,24,20
highways,20,21,24,7
didn,7,12,7,7
industrial,12,21,6,7
guitarist,17,8,8,0
weakness,19,12,23,17
Galaxy,18,13,11,16
revolution,8,2,21,16
reputed,8,23,17,8
violins,13,19,14,15
technical,1,23,6,8
Vehicle,1,22,9,23
Ms.,21,16,24,12
Deep,10,21,2,14
Throat,16,6,1,14
clone,2,7,16,6
provides,15,20,1,21
larynx,19,18,5,17
Scottish,8,17,17,15
Louse,17,10,23,22
ruled,9,19,4,23
Confucius,22,17,14,15
athletic,19,1,1,14
trainer,24,20,6,12
Wordsworth,17,8,2,22
burns,19,23,12,6
Dudley,19,11,20,18
Do-Right,19,15,15,6
goulash,5,12,0,11
battleship,11,5,4,20
ferret,8,2,24,4
lottery,24,2,21,3
fairy,17,11,13,3
Snow,17,11,3,23
Yaroslavl,13,15,11,13
Gompers,16,2,18,9
plural,15,1,3,0
nonaggression,18,20,21,11
pact,4,20,21,16
mainland,9,7,10,7
syringe,20,14,7,20
medicinal,10,14,7,24
kidnaping,0,23,17,23
termed,8,23,23,17
Crime,13,22,15,17
Ivan,11,23,12,6
IV,19,11,1,14
expansion,24,7,15,18
Barbary,22,12,4,19
Saratoga,19,9,8,15
Kindergarden,13,8,23,21
Jennifer,22,12,20,12
ruckus,0,4,11,0
Woman,19,17,14,15
complemented,15,1,6,2
potatoes,15,12,1,12
peas,15,12,1,24
Thank-you,11,20,20,17
Cayman,3,4,4,15
emblazoned,11,1,1,0
Jolly,17,6,16,17
shadows,15,12,2,0
Lucelly,19,9,5,11
Garcia,20,24,11,16
Honduras,24,14,12,8
nitrates,5,5,0,19
environment,12,22,4,7
brothel,16,17,15,19
pH,7,12,13,14
priest,8,16,4,0
Marxism,19,9,23,8
District,3,22,7,19
coney,14,11,20,17
wet,7,5,1,1
dream,7,12,7,7
report,3,5,6,23
successfully,8,23,3,0
commandant,1,22,4,0
POW,8,10,4,17
Stalag,16,8,15,17
Corbett,24,20,12,17
1892,22,6,16,2
twin,21,4,15,0
Artemis,21,17,15,22
shortstop,0,23,11,3
ancestral,8,10,14,17
overlooking,17,23,11,0
Hyde,1,17,11,0
assassin,11,20,12,16
tumbling,24,23,15,6
Scarlet,0,17,14,8
Letter,19,17,8,8
Wilkes,4,7,22,16
plantation,9,2,4,9
sought,8,23,15,8
Walt,23,0,9,5
none,7,0,24,7
employees,0,21,22,5
bills,8,23,17,15
entertainer,8,17,13,0
touchdowns,8,11,23,18
electronics,8,8,21,8
turnkey,6,14,6,1
bottled,19,1,12,0
jeroboams,21,10,19,19
brown,2,12,1,14
bullheads,11,18,12,17
Socrates,22,22,5,22
2-foot-square,24,11,13,18
tent,8,13,10,13
Bernini-Bristol,9,12,15,5
Hotel,9,10,22,9
alley,10,5,20,13
Motto,22,0,24,10
truly,1,22,7,7
star-faring,19,13,23,2
Inhumans,14,23,16,17
ski,14,16,20,14
Dolomites,18,19,10,16
Tristan,22,6,12,6
Globe,5,21,22,23
Theatre,22,3,22,5
burn,7,14,7,1
Ukrainians,11,8,10,13
prisoners,20,14,21,7
beating,13,16,14,23
1977,13,16,13,0
Song,0,17,13,18
Solomon,16,17,21,15
wick,23,0,1,7
stay,6,20,24,24
writer-journalist,21,14,21,17
describing,21,10,10,8
Final,19,1,2,14
Peugeot,14,23,2,2
rites,15,12,1,2
accompanying,19,6,12,0
circumcision,22,12,12,2
newly,15,3,16,17
born-child,2,15,3,21
Judaism,22,7,1,17
bears,11,12,1,2
Goldilocks,15,6,0,17
quickest,15,11,16,21
nail,10,15,1,21
polish,15,23,1,0
translate,19,12,20,14
exercises,19,6,6,0
usenet,22,1,9,11
Weir,18,19,11,17
drunken,13,8,21,16
drivers,20,20,21,20
criticism,7,0,7,5
tumbled,4,5,6,19
marble,18,21,7,7
abundant,19,23,1,0
cherry,11,7,12,0
attire,22,12,6,6
pothooks,1,16,6,23
cowboys,6,12,20,18
Grimace,16,18,20,14
Mayor,15,5,20,15
McCheese,16,3,20,15
Anka,12,0,0,11
Karenna,8,4,10,18
Petrified,10,7,22,16
phonograph,13,8,14,22
Goldfinger,16,8,13,0
cd,7,1,0,20
Eminem,12,0,0,16
slim,7,0,24,7
shady,4,14,6,1
Is,7,22,7,11
Garmat,21,17,11,9
profit,13,22,15,8
836,13,8,4,10
commercially,11,23,16,24
Bayer,2,6,6,14
A.G.,2,6,12,2
Leverkusen,14,6,6,14
vichyssoise,6,12,5,17
parachute,6,1,0,1
shag,11,4,15,6
Squares,0,9,14,8
Collector,13,17,23,21
Belize,9,10,19,2
J.D,7,3,0,11
LL.M,8,1,7,23
jar,12,12,1,7
hen,11,2,0,9
Redskin,19,18,15,14
fan,2,9,20,0
Tyler,12,12,9,6
Tadeus,23,6,12,14
Wladyslaw,11,6,5,24
Konopka,15,6,12,14
Win,23,22,6,5
Rah,7,22,0,19
Iberian,5,2,2,2
enrolled,20,2,11,20
affected,19,16,15,8
Exxon,19,8,15,18
anti-locking,14,19,4,22
brakes,7,1,6,6
shoplifts,21,19,8,17
radioactive,10,23,1,17
sunk,11,21,16,2
Havana,24,21,12,16
causing,22,20,0,14
PSI,24,22,15,10
Rams,16,8,23,10
Onassis,22,20,20,2
yacht,11,12,20,11
enthalpy,22,22,0,19
reaction,22,5,9,7
monarchs,9,5,22,9
crowned,9,16,22,16
stem,7,5,7,19
aborigines,15,7,10,9
menus,14,21,7,7
Chaplin,13,17,11,22
Modern,22,10,14,15
Dictator,18,17,17,21
retired,13,0,15,18
755,21,8,15,10
motor,7,22,4,7
folklore,15,1,5,17
Tyrannosaurus,8,8,10,13
Rex,8,8,18,4
Yesterdays,17,19,23,9
fivepin,12,18,11,9
Chiang,9,10,4,19
Kai-shek,18,19,22,13
Hispaniola,9,10,4,1
shots,10,2,13,13
M16,13,13,10,20
terrorized,4,19,4,16
Stalker,23,7,20,23
talking,20,20,11,13
Hemisphere,3,5,22,23
Russian-led,5,5,10,20
boycott,9,5,19,15
vegetables,15,23,1,19
combined,19,23,1,0
succotash,19,12,1,24
locomotive,2,5,4,2
terror,24,12,16,17
Horton,14,11,5,6
dramatized,15,23,16,14
Langerhans,14,4,23,14
Crown-winning,15,19,15,24
Belmont,24,20,12,17
Stakes,15,11,12,17
Secret,0,23,3,17
Mitty,16,11,23,15
pass,13,2,11,7
Copyright,24,21,11,20
barroom,16,8,21,23
judge,13,8,13,8
Pecos,24,17,11,0
figs,7,1,1,7
ripe,7,1,1,5
Garfield,17,19,11,19
Ismail,10,19,19,5
Farouk,10,15,22,7
Imam,13,17,14,0
Hussain,21,8,14,17
Shia,0,8,14,0
somebody,12,12,7,7
zoonose,24,20,1,17
tailoring,10,2,2,3
mostly,17,23,12,0
five-zone,20,21,7,11
archery,4,2,24,0
jack,1,18,20,2
colt,24,15,16,0
urban,7,0,6,7
Mountains,9,7,4,9
Korean,5,10,22,15
Kimpo,18,2,4,5
thee,22,1,4,6
asthma,12,0,24,11
Angelica,4,15,10,2
proper,6,14,7,7
respones,5,5,24,11
Say,7,21,7,23
goodnight,0,12,7,6
eaten,19,1,1,6
thumb,7,12,0,7
Historical,5,2,8,2
Czech,15,6,12,17
hobby,18,10,13,0
pulp,15,21,16,2
boss,21,11,21,8
ostriches,7,1,4,7
maids,20,20,10,7
milking,20,2,21,7
spoke,8,17,10,0
syllables,20,13,13,12
hendecasyllabic,12,22,20,15
Jinnah,16,17,11,0
Dondi,21,10,21,10
adoptive,0,19,4,8
grandfather,16,17,11,0
deepest,10,10,2,9
martyrs,16,17,23,0
livestock,24,15,12,17
endurance,17,23,4,17
second-highest,4,5,20,9
Theresa,16,19,13,10
answers.com,22,5,5,10
pharmacists,1,14,7,11
elevators,24,2,20,7
Building,4,2,18,3
rice,7,12,7,7
molybdenum,5,21,6,10
tender,21,23,1,8
resignation,0,19,15,15
Albee,11,15,5,24
full-length,15,3,16,17
jets,7,21,1,10
vapor,6,21,6,7
trail,1,12,9,11
abbreviate,14,14,24,11
cc,7,16,20,12
founders,19,22,11,0
Artists,17,17,14,8
satelite,1,1,22,22
1815,2,6,12,2
echidna,0,5,24,11
attends,8,19,23,0
Pencey,16,19,21,17
Prep,22,4,10,22
boat,17,17,3,9
gopher,8,10,17,8
wood,13,13,13,0
Katie,22,12,6,5
Reflections,14,18,2,15
chiropodist,16,6,16,6
consisting,15,6,1,0
35,22,11,1,24
lobsters,9,18,4,9
foreigner,7,12,24,7
casting,18,23,13,23
sun-blasted,9,18,4,23
14-mile,4,18,4,9
valley,10,7,20,2
Mojave,23,5,4,16
wallpaper,11,9,8,0
paleontologist,10,8,10,13
hostage,15,20,6,0
taking,11,23,1,0
Schoolhouse,9,19,22,2
double-O,0,0,9,11
indicate,7,0,7,7
007,0,0,9,5
bells,6,13,12,9
Tootsie,17,23,15,15
explorers,17,10,11,0
Guess,0,11,8,10
Coming,0,11,14,8
Dinner,17,17,10,15
bith,4,7,16,9
atlas,4,10,17,2
charge,2,19,22,15
1925,13,0,4,5
T.,12,22,1,5
Loomis,1,15,2,17
Marion,10,15,4,15
rowing,23,14,7,5
electronic,15,23,2,21
visual,15,9,20,12
displays,15,20,2,0
corresponding,15,23,16,0
signals,15,18,15,24
By,13,21,13,8
rise,20,8,18,4
barrier,8,23,17,0
behavior,15,20,0,2
violates,15,23,1,17
accepted,15,9,1,21
standards,15,23,2,17
morality,15,9,5,18
Tiffany,12,3,7,7
erupts,4,5,4,16
hour,9,18,20,3
Yellowstone,9,5,4,16
Hans,17,10,13,22
Henderson,8,17,11,15
D-DAY,12,5,0,22
Phillip,22,21,7,5
Kramer,12,22,6,5
Yiddish,21,9,23,23
Theater,21,10,14,10
Med,3,15,17,3
experience,6,22,4,5
sourness,19,4,12,14
Heineken,9,16,19,16
biceps,22,0,0,10
prefix,8,16,14,12
surnames,4,17,14,23
Neal,22,11,6,15
martini-drinking,15,23,19,14
Bernard,2,11,20,2
extinction,11,1,24,1
Prewett,21,19,8,13
butcher,11,4,20,3
handful,15,23,12,0
Rubens,10,5,10,9
Dyck,9,15,10,16
Bruegel,3,2,10,9
citizens,4,2,22,15
Freidreich,10,24,5,5
Wilhelm,9,19,19,3
Ludwig,9,19,10,16
Leichhardt,9,18,19,15
Prussian,15,19,10,20
extension,15,23,16,21
.dbf,22,20,0,1
recessed-filter,24,1,1,0
calls,15,14,20,3
facility,24,20,19,17
ballcock,16,15,5,2
overflow,22,15,1,2
myself,7,1,24,1
manicure,23,21,5,7
officially,11,21,11,7
predicted,24,23,2,14
topple,11,15,20,17
2010,24,12,20,6
2020,15,6,16,17
OAS,21,22,24,21
combat,24,1,5,14
sprouts,15,7,10,3
Tatiana,6,0,7,1
entered,9,5,19,16
Parrot,15,18,19,18
Beak,19,6,5,6
akita,24,13,23,16
multimedia,6,21,7,10
Hinduism,21,17,2,8
Jeremy,13,6,11,16
Piven,8,24,10,4
ready-to-eat,15,18,12,14
Of,13,21,18,16
decompose,8,14,21,16
Natick,23,16,17,23
involves,3,12,1,21
Gibson,1,12,9,14
breaking,4,14,21,16
mirror,7,13,13,15
Candlemas,12,22,4,1
aquatic,3,21,6,2
scenes,12,23,1,7
Springs,22,20,22,20
televised,15,1,23,6
Ed,19,17,15,23
allegedly,13,19,11,3
obscene,18,19,21,22
gesture,8,19,15,0
multiplexer,7,5,4,7
bigger,11,12,15,14
thighs,15,12,1,14
Wallbanger,16,17,11,10
tenths,13,24,20,20
up-to-date,18,10,17,3
preferably,8,9,17,14
erotic,21,10,21,7
alternate,19,1,16,24
Field,0,10,8,8
Marshal,13,19,14,0
Erwin,21,11,13,10
Rommel,24,19,17,10
d,19,23,14,22
'etat,16,23,2,21
Protestant,15,20,12,18
supremacy,11,12,1,2
trading,14,4,6,24
penny-farthings,12,15,3,20
Bavaria,3,7,10,16
Retrograde,5,22,9,1
psychologically,12,14,22,7
cross-your-heart,13,23,4,1
monsters,4,5,22,16
heat,23,1,1,7
twirl,17,11,0,24
requirement,3,22,22,19
stethoscope,8,19,21,9
bras,14,21,24,6
hairless,7,0,1,7
craft,4,12,20,21
captained,11,1,1,14
Ernst,8,6,12,17
Lehmann,14,15,6,2
Brandt,16,22,23,4
Rev,13,11,17,10
Falwell,17,22,11,15
Testament,14,1,12,0
Masons,8,19,14,10
garden,7,11,3,7
Lai,16,22,13,17
gravity,19,9,2,0
overalls,11,1,6,14
Dungri,14,20,16,14
suburb,15,20,12,6
row,22,14,12,15
laundry,4,18,4,19
detergent,15,18,4,14
Best,13,17,13,15
Actor,13,17,13,23
Gin,24,13,13,15
Rummy,18,17,11,3
Arabic,12,10,7,10
Numerals,23,0,0,23
Havoc,17,8,8,23
optical,12,21,0,7
dare,3,12,20,6
knock,19,12,12,6
shoulder,19,4,1,0
Doyle,1,12,15,2
lakes,10,14,21,20
compass,0,22,4,22
climb,9,2,20,14
Nepal,18,19,22,5
deranged,17,19,13,1
super-criminal,21,10,17,4
Otto,17,17,10,0
Octavius,16,17,13,10
Abigail,22,5,4,5
Arcane,22,7,24,5
villainous,5,5,0,1
opponent,12,5,7,23
Swamp,1,5,22,5
imitations,13,17,23,0
jellies,18,23,4,0
jewelry,11,18,20,24
pictured,22,11,6,14
Luxury,11,18,2,6
Tax,3,12,2,21
unusual,14,22,0,7
V-8,7,1,9,20
Juice,7,5,7,5
slogan,7,14,4,3
tastebud,5,3,9,11
manifest,12,5,24,7
latent,12,5,24,7
theories,22,1,5,11
Adventours,16,2,5,15
Tours,10,10,22,13
Filenes,23,10,17,23
achievements,19,1,6,21
half-life,7,0,7,7
P-32,7,3,4,22
pub,0,17,21,0
Archimedes,12,22,6,1
Gran,2,10,4,16
Bernardo,2,2,2,16
prisoner,16,19,13,17
refugee,8,17,8,17
embassy,8,10,14,17
1956-1971,8,4,3,8
Plain,5,18,10,3
Dealer,10,22,19,3
second-longest,5,7,10,14
Pokemon,2,5,19,5
hives,23,5,1,7
cranberry,7,0,1,24
bogs,5,5,24,7
Plymouth,10,6,12,8
curies,7,0,22,11
e=mc2,12,7,6,7
tape,10,18,20,3
understand,4,10,19,23
Coney,13,13,10,13
boardwalk,11,13,21,13
funnel,6,5,4,7
Cos,0,22,7,11
Cob,0,22,22,20
CT,5,21,22,19
studios,20,10,5,13
collective,1,23,1,18
noun,22,1,1,21
neurons,20,13,13,24
Seine,9,5,4,9
pedometer,15,15,23,2
239,2,5,4,5
48th,4,7,20,2
accompanied,19,17,14,19
Ghost,13,10,8,10
missions,16,10,4,8
polyorchid,1,1,7,17
SVGA,7,5,24,11
adapter,7,5,7,7
Rockettes,5,16,22,16
Knute,16,17,23,22
Rockne,0,17,23,19
aircraft,6,21,1,6
carriers,22,12,1,14
Nevil,24,12,15,14
Shute,17,6,15,14
doomed,2,20,15,17
survivors,1,23,20,14
Chernobyl,12,13,9,4
accident,4,20,11,15
Flu,10,7,18,16
stubborn,15,20,1,17
gummed,19,18,1,14
diskettes,14,15,16,21
401,0,21,4,1
jeans,14,12,20,24
Calvin,14,20,23,2
Klein,12,12,12,6
comfortable,15,21,1,14
tannins,7,12,7,10
chairs,7,3,7,19
Qatar,18,16,17,23
flintknapping,14,22,0,20
currents,7,22,1,7
Shetland,11,14,24,11
Orkney,14,3,24,12
verdandi,7,22,8,7
Guadalcanal,16,15,19,16
treated,22,14,1,1
happy,22,1,1,17
drafted,6,2,11,3
cyclone,18,5,2,5
8/28/1941,13,16,9,5
logarithmic,20,8,17,24
scales,13,13,13,20
slide,8,2,13,16
Gustav,18,4,22,16
V,10,7,2,23
195,2,2,4,3
Durante,19,12,6,14
MORMONS,18,24,23,13
Count,17,9,15,22
Cinzano,17,9,17,9
86ed,12,0,24,11
waste,10,13,21,7
dairy,20,2,18,7
cow,24,2,10,15
centurion,2,6,12,2
Corvette,13,15,21,4
LAN,12,3,0,21
activated,12,0,9,14
HUB,22,5,4,12
Moog,18,4,4,22
Synthesizer,0,8,14,22
freckles,20,24,24,24
Sao,22,23,2,11
Paulo,22,21,12,6
rocks,7,14,0,1
pies,16,23,8,15
wound,16,9,11,15
manufacturing,18,23,15,15
throwing,17,16,11,0
laid,21,23,13,8
melts,15,23,1,14
scientific,15,19,7,15
papers,3,19,8,3
textile,4,2,20,3
ecological,3,21,6,7
niche,7,0,24,7
extends,15,10,2,15
Alabama,10,2,19,15
sparkles,18,16,4,23
foreign,4,10,4,3
financial,4,2,2,23
Isis,22,6,1,1
funny,7,12,7,1
squares,15,2,6,13
cranes,11,21,6,19
high-rise,3,12,6,7
gangsters,16,10,17,8
Bonnie,21,19,23,19
Clyde,17,22,15,15
Jellicle,22,1,4,7
nutrients,19,23,1,24
supercontinent,8,21,11,13
Pangaea,13,24,5,20
break,20,0,21,15
puzzle,15,12,16,14
1913,11,1,16,2
corgi,15,11,16,9
Yemen,20,14,6,16
reunified,20,14,10,24
spears,13,13,10,12
Kenya,7,20,13,15
Inuits,9,18,10,9
seafaring,4,15,4,9
megawatts,7,14,6,3
consortium,20,21,11,13
Mission,6,13,12,4
Energy,6,21,7,24
Hawkins,19,23,1,14
1562,2,23,12,2
flogged,13,17,11,0
Inga,17,22,13,19
Nielsen,17,19,14,10
after-dinner,15,3,12,2
1916,2,6,3,2
Jung,11,1,1,17
noodle,15,12,16,24
factory,14,15,6,7
coot,17,4,15,24
worlds,10,10,2,16
supplier,4,7,8,16
cannabis,4,15,2,3
inspiration,17,10,11,15
schoolteacher,13,8,23,0
Poets,17,17,11,15
Uncle,0,17,21,0
Duke,8,9,15,15
Honey,0,23,1,17
canning,12,24,7,7
summit,3,5,6,11
conference,1,22,21,8
Bellworts,22,5,10,17
quantity,12,0,24,7
JFK,0,9,12,10
Darwin,9,5,19,16
bullets,15,23,16,0
Pump,2,18,6,24
rabies,3,12,4,1
flab,19,4,0,17
chin,11,11,6,14
fighting,4,2,20,9
stricken,12,14,18,16
Viking,16,17,15,8
powder,7,0,1,5
lotion,12,24,1,1
smell,7,12,7,7
acceptance,8,10,23,8
speech,8,10,21,22
thank-yous,0,19,11,0
Charge,22,22,17,21
hymn,1,20,16,2
x,9,5,10,15
short-lived,7,5,9,1
Musician,14,6,6,18
Mahal,4,10,4,19
slinky,20,13,13,12
commander,16,22,3,8
Yorktown,13,16,14,9
1781,13,23,4,8
Palpatine,21,19,23,22
Ad,7,5,7,19
curl,5,1,7,7
Internet2,6,22,5,6
1964,24,1,12,2
Kind,14,12,1,17
Gutenberg,24,15,10,16
Bibles,13,21,18,3
limestone,15,15,1,17
deposit,2,18,15,21
rising,19,7,6,18
cave,2,6,2,17
itch,23,12,4,6
poison,12,14,1,7
ivy,12,7,7,7
Cid,16,10,19,5
cathedral,18,2,4,16
Anna,11,11,1,6
Anderson,22,12,5,2
czar,2,12,16,24
cake,22,12,7,7
Chronicles,10,7,20,14
bordering,3,10,4,9
due,18,2,22,16
rounded,19,1,15,24
matchbook,15,18,15,2
dolphin,0,14,0,1
villi,20,13,24,16
intestine,8,13,10,16
weaknesses,12,12,0,7
Lantern,5,21,4,1
Grenada,11,21,12,0
commodity,11,23,12,18
Sally,16,9,23,17
Dyke,17,19,15,15
punch-drunk,17,9,23,9
pugilist,16,8,13,15
Cauliflower,17,16,8,9
McPugg,19,17,11,9
reference,7,5,3,7
Queensland,9,15,19,15
Competition,18,16,10,4
Policy,4,19,19,19
Astroturf,17,4,11,19
W.B,0,0,7,10
Yeat,23,1,5,7
Hermits,11,22,9,1
UOL,5,5,5,11
shopping,9,15,19,3
mall,2,16,20,3
condemn,10,5,4,23
pushy,23,7,4,9
Canary,19,23,0,17
syzygy,12,22,22,1
Hong,22,11,1,24
Kong,11,11,12,17
hyperlink,12,22,7,23
worm,8,10,13,21
1980s,8,17,15,8
topic,3,5,5,10
outline,5,7,1,10
Pines,10,4,2,9
528,7,5,7,5
copier,7,21,22,1
eagle,2,2,18,12
patients,22,20,1,24
shipyard,5,11,1,10
inspector,3,14,9,22
Kilroy,0,3,4,11
designate,3,19,9,17
satisfactory,22,14,3,19
canker,12,5,24,20
sores,7,12,1,1
intranet,14,14,0,20
flush,7,13,24,7
DeFreeze,16,19,13,0
gaming,1,18,5,12
marbles,15,18,15,2
dominoes,11,18,5,24
sounded,22,1,9,6
So,22,12,1,17
Fine,2,21,15,14
Chiffons,19,21,1,2
Sky,0,23,13,8
Bella,11,12,1,6
Abzug,15,6,15,14
sartorial,15,12,12,24
legs,20,13,1,7
Hound,21,17,14,23
Daws,13,17,23,9
Janet,13,6,10,13
Jimi,24,18,20,17
Hendrix,19,1,0,19
village,15,20,6,17
Mancha,11,12,15,19
therapy,10,11,16,24
elicit,15,1,20,14
primal,15,23,16,17
scream,15,12,12,6
Blackhawk,7,14,24,11
1832,5,7,4,5
S.O.S,21,22,24,11
wedding,11,2,7,7
Fergie,7,0,21,16
Gestapo,13,19,17,3
neanderthal,20,0,24,7
Low,1,5,3,7
Countries,22,5,4,19
Taiwan,10,16,19,15
flights,17,11,13,8
binomial,14,22,24,5
coefficients,12,0,7,7
Annie,17,17,11,10
